1,,,
Shift (ppm),Height,Width [Hz],Area
4.14419077346316,1.18636996754946,2.42381470867102,51.0327821939721
4.13439141853797,4.36979586685312,2.45443440432506,187.699392312939
4.12449788057619,4.40029070277804,2.37496260058778,177.656599001995
4.11460167147228,1.21825675206394,2.24288360441203,46.0987541771381
3.94823089449982,0.810747677896667,2.3096201062118,31.7663678290081
3.92767624218562,1.6757178973591,2.78848769514443,81.0482274586876
3.92447112017457,1.48520287053158,2.22464936334977,55.926183661432
3.91005978102651,2.16136043430962,2.79551215079113,105.361650033447
3.90687478755962,1.65838089972625,2.38947222142013,69.8541278924524
3.87149394260159,0.72114225661484,2.83645778645495,37.2631821637444
3.86817035752228,1.03334705595083,2.75662804943195,52.8356978134043
3.86123358336291,0.832063277309747,3.40535399347036,53.5251066653354
3.85615667917194,0.693280294908972,2.40958445796337,27.4257605297374
3.85272780310568,2.46041868675058,3.54870400700641,151.38348468742
3.84901010250151,0.925275288009878,2.67002473541628,42.1479877465965
3.84185658461878,0.887588844211933,3.50974323745023,59.792711735282
3.83869917728739,0.499767159118273,2.89181617496736,26.620246305461
3.80530375252761,0.640018124113524,2.28503556143839,26.1350380069182
3.79605488196353,1.77167934191002,3.10512765819211,86.8489069883429
3.78923312456724,1.18316769902328,2.47234491044991,51.749541729892
3.78493231029992,0.552189115401164,2.25612594734421,22.0829450616141
3.77932322050602,0.976415275077899,2.52801166793562,43.4236536371018
3.7719594518515,0.568238681492904,3.09679594869209,30.9317348634899
3.7558043165773,2.11601889782798,2.49344061614034,90.5569001865224
3.74695842706754,3.24304859991073,2.93383760608894,163.904939443024
3.73812614270894,1.74814604230852,2.69165614776182,85.6518099272503
3.73446991215842,2.88237314502363,2.66059523420421,137.473481543398
3.73217144548796,2.69576192420106,2.48248234665151,114.519648193039
3.72966180626202,1.68402560930582,2.27399341135281,66.5545935216821
3.71893218125197,1.69640461173506,2.66027655521911,79.328270413175
3.68041505800951,0.5442611942035,2.5501118226304,24.6421569892463
3.67041453085779,0.552939352128467,2.47586749611129,24.5778788729775
3.65952934870456,0.161528736104615,3.19279238492153,9.77073236800101
3.63069407837282,0.245408965101002,2.53794589366065,11.3774565507844
3.6244294552347,0.218884751475039,2.44647257862812,9.77775924004558
3.59200306339882,0.125026838016597,1.96902003530854,4.42265123260112
3.57597977025547,3.46068998064002,2.1558616211565,122.790360810241
3.56294425283187,1.60439065693841,2.46183777478883,70.9228187993929
3.55750276755093,1.56476316635709,2.1859290594649,56.3649164489174
3.54892655885425,1.43468741002672,2.31210626060755,57.5428204867013
3.54352742943238,1.42864904076157,2.29905047859704,55.5891602345667
3.53056013131731,0.063254084534864,1.8447452743857,2.11636558288848
3.50745304748403,4.50403771566305,2.52549861298801,192.574276199912
3.49416894099469,4.05149946303813,3.11558990385852,237.170105251349
3.48827598520252,0.611773745783108,2.18070802275596,25.6759693193497
3.48298222125974,1.76907235642545,4.81665402471463,144.995926974079
3.47948333865122,0.973883241963958,1.94646249515281,32.8758744570346
3.47436127912679,1.61728882706068,2.7506524086174,80.1343509475507
3.47121203590102,1.18759296265472,2.3031436346581,46.4227654044286
3.44447471663604,1.18366469950744,2.91203538886591,60.2304007122586
3.43432264294209,3.58671701554163,2.81130953605691,182.38347403618
3.43037943912217,1.78195290684347,3.00894516160509,90.6829914518155
3.42095061272906,4.31105507281523,2.98953091571301,229.606992548322
3.41652519091364,0.873575901610444,2.27978795016738,34.4743868906357
3.40741917054928,1.54613346332874,2.53690415591915,66.7682474194417
3.37590472612413,0.459512777799103,2.17238385404417,17.0352029352614
3.26306357763153,3.50300594915115,3.36723678325617,182.557775896162
3.25425975210746,0.250143900516416,3.4313539176889,15.4280442494547
3.25027959458016,1.44699915224141,2.6191182833286,66.1637382844343
3.22045755047071,3.61177839950381,2.6842083253025,152.617238269875
3.06103068975224,1.57814009032279,2.79222721543467,73.9351460230888
3.05463166535172,1.49718258092483,2.22980520182859,56.5191786826247
